group,code,description,price_1,price_2,price_3
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-2W-D,XPRESS PLUS Screening - 6000mm - 50x50mm TWO WAY POST - DUNE SATIN (GP152A) (Patented friction fit post system for slat; top cap sold separately),100.63,92.25,83.03
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-2W-G,XPRESS PLUS Screening - 6000mm - 50x50mm TWO WAY POST - WOODLAND GREY MATT (GL205A) (Patented friction fit post system for slat; top cap sold separately),100.63,92.25,83.03
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-2W-M,XPRESS PLUS Screening - 6000mm - 50x50mm TWO WAY POST - MILL (Patented friction fit post system for slat; top cap sold separately),86.34,79.17,71.24
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-2W-MN,XPRESS PLUS Screening - 6000mm - 50x50mm TWO WAY POST - MONUMENT MATT (GL229A) (Patented friction fit post system for slat; top cap sold separately),100.63,92.25,83.03
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-2W-S,XPRESS PLUS Screening - 6000mm - 50x50mm TWO WAY POST - PALLADIUM SILVER PEARL (GY184C) (Patented friction fit post system for slat; top cap sold separately),100.63,92.25,83.03
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-2W-SM,XPRESS PLUS Screening - 6000mm - 50x50mm TWO WAY POST - SURFMIST MATT (GA236A) (Patented friction fit post system for slat; top cap sold separately),100.63,92.25,83.03
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-2W-W,XPRESS PLUS Screening - 6000mm - 50x50mm TWO WAY POST - PEARL WHITE GLOSS (GA078A) (Patented friction fit post system for slat; top cap sold separately),100.63,92.25,83.03
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-90-B,XPRESS PLUS Screening - 6000mm - 50x50mm 90 DEGREE POST - SATIN BLACK (GN150A) (Patented friction fit post system for slat; top cap sold separately - one lug to be removed),106.59,97.71,87.95
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-90-BS,XPRESS PLUS Screening - 6000mm - 50x50mm 90 DEGREE POST - BASALT SATIN (GP108A) (Patented friction fit post system for slat; top cap sold separately - one lug to be removed),106.59,97.71,87.95
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-90-D,XPRESS PLUS Screening - 6000mm - 50x50mm 90 DEGREE POST - DUNE SATIN (GP152A) (Patented friction fit post system for slat; top cap sold separately - one lug to be removed),106.59,97.71,87.95
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-90-G,XPRESS PLUS Screening - 6000mm - 50x50mm 90 DEGREE POST - WOODLAND GREY MATT (GL205A) (Patented friction fit post system for slat; top cap sold separately - one lug to be removed),106.59,97.71,87.95
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-90-M,XPRESS PLUS Screening - 6000mm - 50x50mm 90 DEGREE POST - MILL (Patented friction fit post system for slat; top cap sold separately - one lug to be removed),95.21,87.29,78.57
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-90-MN,XPRESS PLUS Screening - 6000mm - 50x50mm 90 DEGREE POST - MONUMENT MATT (GL229A) (Patented friction fit post system for slat; top cap sold separately - one lug to be removed),106.59,97.71,87.95
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-90-S,XPRESS PLUS Screening - 6000mm - 50x50mm 90 DEGREE POST - PALLADIUM SILVER PEARL (GY184C) (Patented friction fit post system for slat; top cap sold separately - one lug to be removed),106.59,97.71,87.95
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-90-SM,XPRESS PLUS Screening - 6000mm - 50x50mm 90 DEGREE POST - SURFMIST MATT (GA236A) (Patented friction fit post system for slat; top cap sold separately - one lug to be removed),106.59,97.71,87.95
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-90-W,XPRESS PLUS Screening - 6000mm - 50x50mm 90 DEGREE POST - PEARL WHITE GLOSS (GA078A) (Patented friction fit post system for slat; top cap sold separately - one lug to be removed),106.59,97.71,87.95
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-F-B,XPRESS PLUS Screening - 48 x 32mm F Section - 6000mm long - SATIN BLACK (GN150A),35.54,32.7,30.92
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-F-BS,XPRESS PLUS Screening - 48 x 32mm F Section - 6000mm long - BASALT SATIN (GP108A),35.54,32.7,30.92
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-F-D,XPRESS PLUS Screening - 48 x 32mm F Section - 6000mm long - DUNE SATIN (GP152A),35.54,32.7,30.92
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-F-G,XPRESS PLUS Screening - 48 x 32mm F Section - 6000mm long - WOODLAND GREY MATT (GL205A),35.54,32.7,30.92
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-F-M,XPRESS PLUS Screening - 48 x 32mm F Section - 6000mm long - MILL,25.77,23.72,22.42
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-F-MN,XPRESS PLUS Screening - 48 x 32mm F Section - 6000mm long -  MONUMENT MATT (GL229A),35.54,32.7,30.92
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-F-S,XPRESS PLUS Screening - 48 x 32mm F Section - 6000mm long -  PALLADIUM SILVER PEARL (GY184C),35.54,32.7,30.92
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-F-SM,XPRESS PLUS Screening - 48 x 32mm F Section - 6000mm long -  SURFMIST MATT (GA236A),35.54,32.7,30.92
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-F-W,XPRESS PLUS Screening - 48 x 32mm F Section - 6000mm long - PEARL WHITE GLOSS (GA078A),35.54,32.7,30.92
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-SF-B,XPRESS PLUS Screening - 6000mm - SIDE FRAME - SATIN BLACK (GN150A) (Patented friction fit frame system for slat; top cap sold separately),43.91,39.82,36.7
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-SF-BS,XPRESS PLUS Screening - 6000mm - SIDE FRAME - BASALT SATIN (GP108A) (Patented friction fit frame system for slat; top cap sold separately),43.91,39.82,36.7
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-SF-D,XPRESS PLUS Screening - 6000mm - SIDE FRAME - DUNE SATIN (GP152A) (Patented friction fit frame system for slat; top cap sold separately),43.91,39.82,36.7
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-SF-G,XPRESS PLUS Screening - 6000mm - SIDE FRAME - WOODLAND GREY MATT (GL205A) (Patented friction fit frame system for slat; top cap sold separately),43.91,39.82,36.7
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-SF-M,XPRESS PLUS Screening - 6000mm - SIDE FRAME - MILL (Patented friction fit frame system for slat; top cap sold separately),34.18,30.99,28.56
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-SF-MN,XPRESS PLUS Screening - 6000mm - SIDE FRAME - MONUMENT MATT (GL229A) (Patented friction fit frame system for slat; top cap sold separately),43.91,39.82,36.7
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-SF-P,"XPRESS PLUS Screening - 6000mm - SIDE FRAME - PRIMROSE (GD037A) (Patented friction fit frame system for slat; top cap sold separately)  ** Stocked at Brisbane, Adelaide and Perth depots only ***",39.92,36.2,33.36
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-SF-PB,"XPRESS PLUS Screening - 6000mm - SIDE FRAME - PAPERBARK (GU114A) (Patented friction fit frame system for slat; top cap sold separately)  ** Stocked at Brisbane, Adelaide and Perth depots only ***",39.92,36.2,33.36
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-SF-S,XPRESS PLUS Screening - 6000mm - SIDE FRAME - PALLADIUM SILVER PEARL (GY184C) (Patented friction fit frame system for slat; top cap sold separately),43.91,39.82,36.7
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-SF-SM,XPRESS PLUS Screening - 6000mm - SIDE FRAME - SURFMIST MATT (GA236A) (Patented friction fit frame system for slat; top cap sold separately),43.91,39.82,36.7
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-SF-W,XPRESS PLUS Screening - 6000mm - SIDE FRAME - PEARL WHITE GLOSS (GA078A) (Patented friction fit frame system for slat; top cap sold separately),43.91,39.82,36.7
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-U-B,XPRESS PLUS Screening - 33 x 30mm U CHANNEL - 6000mm long - SATIN BLACK (GN150A),27.06,26.19,24.81
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-U-BS,XPRESS PLUS Screening - 33 x 30mm U CHANNEL - 6000mm long - BASALT SATIN (GP108A),27.06,26.19,24.81
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-U-D,XPRESS PLUS Screening - 33 x 30mm U CHANNEL - 6000mm long - DUNE SATIN (GP152A),27.06,26.19,24.81
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-U-G,XPRESS PLUS Screening - 33 x 30mm U CHANNEL - 6000mm long - WOODLAND GREY MATT (GL205A),27.06,26.19,24.81
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-U-M,XPRESS PLUS Screening - 33 x 30mm U CHANNEL - 6000mm long - MILL,21.48,20.8,19.7
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-U-MN,XPRESS PLUS Screening - 33 x 30mm U CHANNEL - 6000mm long - MONUMENT MATT (GL229A),27.06,26.19,24.81
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-U-P,XPRESS PLUS Screening - 33 x 30mm U CHANNEL - 6000mm long - PRIMROSE (GD037A),27.06,,
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-U-PB,XPRESS PLUS Screening - 33 x 30mm U CHANNEL - 6000mm long - PAPERBARK (GU114A),27.06,,
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-U-S,XPRESS PLUS Screening - 33 x 30mm U CHANNEL - 6000mm long - PALLADIUM SILVER PEARL (GY184C),27.06,26.19,24.81
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-U-SM,XPRESS PLUS Screening - 33 x 30mm U CHANNEL - 6000mm long - SURFMIST MATT (GA236A),27.06,26.19,24.81
SCREENING - XPRESS PLUS EXTRUSIONS,XPL-6000-U-W,XPRESS PLUS Screening - 33 x 30mm U CHANNEL - 6000mm long - PEARL WHITE GLOSS (GA078A),27.06,26.19,24.81
SCREENING - POST EXTRUSIONS,PRODUCT CODE,DESCRIPTION,UNIT PRICE,,
SCREENING - POST EXTRUSIONS,AW-2400-65HD-KWI,Alumawood - 65 x 65mm Heavy Duty POST - 2400mm long - KWILA (with 4 x screw flutes; includes aluminium flat top cap powder coated Brown GM306V),84.24,78.11,74.02
SCREENING - POST EXTRUSIONS,AW-2400-65HD-WRC,Alumawood - 65 x 65mm Heavy Duty POST - 2400mm long - WESTERN RED CEDAR (with 4 x screw flutes; includes aluminium flat top cap),84.24,78.11,74.02
SCREENING - POST EXTRUSIONS,AW-2400-FP-KWI,Alumawood - 50 x 50mm FULL POST - 2400mm long - KWILA (with 4 x screw flutes; includes aluminium flat top cap powder coated Brown GM306V),50.91,48.61,45.53
SCREENING - POST EXTRUSIONS,AW-2400-FP-WRC,Alumawood - 50 x 50mm FULL POST - 2400mm long - WESTERN RED CEDAR (with 4 x screw flutes; includes aluminium flat top cap),50.91,48.61,45.53
SCREENING - POST EXTRUSIONS,AW-3600-140WP-MER,Alumawood - 140 x 140mm 2 part WRAP POST - 3600mm long - MERBAU  ***  2 PIECES MAKE 1 X FULL WRAP PARTS ***  (Friction rubbers sold separately),270.63,,
SCREENING - POST EXTRUSIONS,AW-5800-135-KWI,ALUMAWOOD  - 44x22mm  135 DEGREE ADAPTER - 5800mm long - KWILA,65.73,,
SCREENING - POST EXTRUSIONS,AW-5800-135-WRC,ALUMAWOOD  - 44x22mm  135 DEGREE ADAPTER - 5800mm long - WESTERN RED CEDAR,65.73,,
SCREENING - POST EXTRUSIONS,AW-5800-65HD-KWI,Alumawood - 65 x 65mm Heavy Duty POST - 5800mm long - KWILA (with 4 x screw flutes),187.14,175.37,166.01
SCREENING - POST EXTRUSIONS,AW-5800-65HD-WRC,Alumawood - 65 x 65mm Heavy Duty POST - 5800mm long - WESTERN RED CEDAR (with 4 x screw flutes),187.14,175.37,166.01
SCREENING - POST EXTRUSIONS,AW-5800-FP-KWI,Alumawood - 50 x 50mm FULL POST - 5800mm long - KWILA (with 4 x screw flutes),109.67,102.01,95.41
SCREENING - POST EXTRUSIONS,AW-5800-FP-WRC,Alumawood - 50 x 50mm FULL POST - 5800mm long - WESTERN RED CEDAR (with 4 x screw flutes),109.67,102.01,95.41
SCREENING - POST EXTRUSIONS,XP-2400-65HD-B,XPRESS Screening - 65 x 65mm Heavy Duty POST - 2400mm long - BLACK (with 4 x screw flutes; includes aluminium flat top cap),56.71,53.8,50.94
SCREENING - POST EXTRUSIONS,XP-2400-65HD-BS,XPRESS Screening - 65 x 65mm Heavy Duty POST - 2400mm long - BASALT (with 4 x screw flutes; includes aluminium flat top cap),56.71,53.8,50.94
SCREENING - POST EXTRUSIONS,XP-2400-65HD-D,XPRESS Screening - 65 x 65mm Heavy Duty POST - 2400mm long - DUNE (with 4 x screw flutes; includes aluminium flat top cap),56.71,53.8,50.94
SCREENING - POST EXTRUSIONS,XP-2400-65HD-G,XPRESS Screening - 65 x 65mm Heavy Duty POST - 2400mm long - WOODLAND GREY  (with 4 x screw flutes; includes aluminium flat top cap),56.71,53.8,50.94
SCREENING - POST EXTRUSIONS,XP-2400-65HD-M,XPRESS Screening - 65 x 65mm Heavy Duty POST - 2400mm long - MILL (with 4 x screw flutes; includes aluminium flat top cap),46.33,43.95,41.62
SCREENING - POST EXTRUSIONS,XP-2400-65HD-MN,XPRESS Screening - 65 x 65mm Heavy Duty POST - 2400mm long - MONUMENT (with 4 x screw flutes; includes aluminium flat top cap),56.71,53.8,50.94
SCREENING - POST EXTRUSIONS,XP-2400-65HD-S,XPRESS Screening - 65 x 65mm Heavy Duty POST - 2400mm long - PALLADIUM SILVER                                            (with 4 x screw flutes; includes aluminium flat top cap),56.71,53.8,50.94
SCREENING - POST EXTRUSIONS,XP-2400-65HD-SM,XPRESS Screening - 65 x 65mm Heavy Duty POST - 2400mm long - SURFMIST (with 4 x screw flutes; includes aluminium flat top cap),56.71,53.8,50.94
SCREENING - POST EXTRUSIONS,XP-2400-65HD-W,XPRESS Screening - 65 x 65mm Heavy Duty POST - 2400mm long - PEARL WHITE (with 4 x screw flutes; includes aluminium flat top cap),56.71,53.8,50.94
SCREENING - POST EXTRUSIONS,XP-2400-FP-B,XPRESS Screening - 50 x 50mm FULL POST - 2400mm long - SATIN BLACK (with 4 x screw flutes; includes aluminium flat top cap),38.55,36.25,34.32
SCREENING - POST EXTRUSIONS,XP-2400-FP-BS,XPRESS Screening - 50 x 50mm FULL POST - 2400mm long - BASALT (with 4 x screw flutes; includes aluminium flat top cap),38.55,36.25,34.32
SCREENING - POST EXTRUSIONS,XP-2400-FP-D,XPRESS Screening - 50 x 50mm FULL POST - 2400mm long - DUNE (with 4 x screw flutes; includes aluminium flat top cap),38.55,36.25,34.32
SCREENING - POST EXTRUSIONS,XP-2400-FP-G,XPRESS Screening - 50 x 50mm FULL POST - 2400mm long - WOODLAND GREY (with 4 x screw flutes; includes aluminium flat top cap),38.55,36.25,34.32
SCREENING - POST EXTRUSIONS,XP-2400-FP-M,XPRESS Screening - 50 x 50mm FULL POST - 2400mm long - MILL (with 4 x screw flutes; includes aluminium flat top cap),30.54,28.71,27.2
SCREENING - POST EXTRUSIONS,XP-2400-FP-MN,XPRESS Screening - 50 x 50mm FULL POST - 2400mm long - MONUMENT (with 4 x screw flutes; includes aluminium flat top cap),38.55,36.25,34.32
SCREENING - POST EXTRUSIONS,XP-2400-FP-P,XPRESS Screening - 50 x 50mm FULL POST - 2400mm long - PRIMROSE (with 4 x screw flutes; includes aluminium flat top cap),37.07,34.86,33
SCREENING - POST EXTRUSIONS,XP-2400-FP-PB,XPRESS Screening - 50 x 50mm FULL POST - 2400mm long - PAPERBARK (with 4 x screw flutes; includes aluminium flat top cap),37.07,34.86,33
SCREENING - POST EXTRUSIONS,XP-2400-FP-S,XPRESS Screening - 50 x 50mm FULL POST - 2400mm long - PALLADIUM SILVER  (with 4 x screw flutes; includes aluminium flat top cap),38.55,36.25,34.32
SCREENING - POST EXTRUSIONS,XP-2400-FP-SM,XPRESS Screening - 50 x 50mm FULL POST - 2400mm long - SURFMIST (with 4 x screw flutes; includes aluminium flat top cap),38.55,36.25,34.32
SCREENING - POST EXTRUSIONS,XP-2400-FP-W,XPRESS Screening - 50 x 50mm FULL POST - 2400mm long - PEARL WHITE (with 4 x screw flutes; includes aluminium flat top cap),38.55,36.25,34.32
SCREENING - POST EXTRUSIONS,XP-6000-135-B,XPRESS/QUICK Screening - 44x22mm  135 DEGREE ADAPTER - 6000mm long - SATIN BLACK (GN150A),42.63,,
SCREENING - POST EXTRUSIONS,XP-6000-135-BS,XPRESS/QUICK Screening - 44x22mm  135 DEGREE ADAPTER - 6000mm long - BASALT SATIN (GP108A),42.63,,
SCREENING - POST EXTRUSIONS,XP-6000-135-D,XPRESS/QUICK Screening - 44x22mm  135 DEGREE ADAPTER - 6000mm long - DUNE SATIN (GP152A),42.63,,
SCREENING - POST EXTRUSIONS,XP-6000-135-G,XPRESS/QUICK Screening - 44x22mm  135 DEGREE ADAPTER - 6000mm long - WOODLAND GREY MATT (GL205A),42.63,,
SCREENING - POST EXTRUSIONS,XP-6000-135-M,XPRESS/QUICK Screening - 44x22mm  135 DEGREE ADAPTER - 6000mm long - MILL,34.87,,
SCREENING - POST EXTRUSIONS,XP-6000-135-MN,XPRESS/QUICK Screening - 44x22mm  135 DEGREE ADAPTER - 6000mm long - MONUMENT MATT (GL229A),42.63,,
SCREENING - POST EXTRUSIONS,XP-6000-135-P,XPRESS/QUICK Screening - 44x22mm  135 DEGREE ADAPTER - 6000mm long - PRIMROSE (GD037A),42.63,,
SCREENING - POST EXTRUSIONS,XP-6000-135-PB,XPRESS/QUICK Screening - 44x22mm  135 DEGREE ADAPTER - 6000mm long - PAPERBARK (GU114A),42.63,,
SCREENING - POST EXTRUSIONS,XP-6000-135-S,XPRESS/QUICK Screening - 44x22mm  135 DEGREE ADAPTER - 6000mm long - PALLADIUM SILVER PEARL (GY184C),42.63,,
SCREENING - POST EXTRUSIONS,XP-6000-135-SM,XPRESS/QUICK Screening - 44x22mm  135 DEGREE ADAPTER - 6000mm long - SURFMIST MATT (GA236A),42.63,,
SCREENING - POST EXTRUSIONS,XP-6000-135-W,XPRESS/QUICK Screening - 44x22mm  135 DEGREE ADAPTER - 6000mm long - PEARL WHITE GLOSS (GA078A),42.63,,
SCREENING - POST EXTRUSIONS,XP-6000-65HD-B,XPRESS Screening - 65 x 65mm Heavy Duty POST - 6000mm long - BLACK SATIN (GN150A) (with 4 x screw flutes),124.01,116.44,110.36
SCREENING - POST EXTRUSIONS,XP-6000-65HD-BS,XPRESS Screening - 65 x 65mm Heavy Duty POST - 6000mm long - BASALT SATIN (GP108A) (with 4 x screw flutes),124.01,116.44,110.36
SCREENING - POST EXTRUSIONS,XP-6000-65HD-D,XPRESS Screening - 65 x 65mm Heavy Duty POST - 6000mm long - DUNE SATIN (GP152A) (with 4 x screw flutes),124.01,116.44,110.36
SCREENING - POST EXTRUSIONS,XP-6000-65HD-G,XPRESS Screening - 65 x 65mm Heavy Duty POST - 6000mm long - WOODLAND GREY MATT (GL205A)  (with 4 x screw flutes),124.01,116.44,110.36
SCREENING - POST EXTRUSIONS,XP-6000-65HD-M,XPRESS Screening - 65 x 65mm Heavy Duty POST - 6000mm long - MILL                                                        (with 4 x screw flutes),110.69,103.96,98.54
SCREENING - POST EXTRUSIONS,XP-6000-65HD-MN,XPRESS Screening - 65 x 65mm Heavy Duty POST - 6000mm long - MONUMENT MATT (GL229A) (with 4 x screw flutes),124.01,116.44,110.36
SCREENING - POST EXTRUSIONS,XP-6000-65HD-S,XPRESS Screening - 65 x 65mm Heavy Duty POST - 6000mm long - PALLADIUM SILVER PEARL (GY184C)  (with 4 x screw flutes),124.01,116.44,110.36
SCREENING - POST EXTRUSIONS,XP-6000-65HD-SM,XPRESS Screening - 65 x 65mm Heavy Duty POST - 6000mm long - SURFMIST MATT (GA236A) (with 4 x screw flutes),124.01,116.44,110.36
SCREENING - POST EXTRUSIONS,XP-6000-65HD-W,XPRESS Screening - 65 x 65mm Heavy Duty POST - 6000mm long - PEARL WHITE GLOSS (GA078A) (with 4 x screw flutes),124.01,116.44,110.36
SCREENING - POST EXTRUSIONS,XP-6000-FP-B,XPRESS Screening - 50 x 50mm FULL POST - 6000mm long - BLACK SATIN (GN150A) (with 4 x screw flutes),81.44,76.48,72.49
SCREENING - POST EXTRUSIONS,XP-6000-FP-BS,XPRESS Screening - 50 x 50mm FULL POST - 6000mm long - BASALT SATIN (GP108A) (with 4 x screw flutes),81.44,76.48,72.49
SCREENING - POST EXTRUSIONS,XP-6000-FP-D,XPRESS Screening - 50 x 50mm FULL POST - 6000mm long - DUNE SATIN (GP152A) (with 4 x screw flutes),81.44,76.48,72.49
SCREENING - POST EXTRUSIONS,XP-6000-FP-G,XPRESS Screening - 50 x 50mm FULL POST - 6000mm long - WOODLAND GREY MATT (GL205A)  (with 4 x screw flutes),81.44,76.48,72.49
SCREENING - POST EXTRUSIONS,XP-6000-FP-M,XPRESS Screening - 50 x 50mm FULL POST - 6000mm long - MILL  (with 4 x screw flutes),67.86,63.71,61.06
SCREENING - POST EXTRUSIONS,XP-6000-FP-MN,XPRESS Screening - 50 x 50mm FULL POST - 6000mm long - MONUMENT MATT (GL229A) (with 4 x screw flutes),81.44,76.48,72.49
SCREENING - POST EXTRUSIONS,XP-6000-FP-S,XPRESS Screening - 50 x 50mm FULL POST - 6000mm long - PALLADIUM SILVER PEARL (GY184C)  (with 4 x screw flutes),81.44,76.48,72.49
SCREENING - POST EXTRUSIONS,XP-6000-FP-SM,XPRESS Screening - 50 x 50mm FULL POST - 6000mm long - SURFMIST MATT (GA236A)  (with 4 x screw flutes),81.44,76.48,72.49
SCREENING - POST EXTRUSIONS,XP-6000-FP-W,XPRESS Screening - 50 x 50mm FULL POST - 6000mm long - PEARL WHITE GLOSS (GA078A) (with 4 x screw flutes),81.44,76.48,72.49
SCREENING- GATE EXTRUSIONS & ACCESSORIES,PRODUCT CODE,DESCRIPTION,UNIT PRICE,,
SCREENING- GATE EXTRUSIONS & ACCESSORIES,AW-LBOX-DL-TR,ALUMAWOOD Screening - Patented non-weld LOCK BOX -  TERRAIN Suitable for Lockwood 001 Deadlatch,25.9,24.3,23.05
SCREENING- GATE EXTRUSIONS & ACCESSORIES,AWSG-5800-BR-KWI,Alumawood XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - 5800mm long - KWILA,189.82,178.24,168.95
SCREENING- GATE EXTRUSIONS & ACCESSORIES,AWSG-5800-BR-WRC,Alumawood XPRESS Screening - 120 x 45mm Patented Sliding Gate BOTTOM RAIL - 5800mm long - WESTERN RED CEDAR,189.82,178.24,168.95
SCREENING- GATE EXTRUSIONS & ACCESSORIES,AWSG-5800-TR-KWI,Alumawood XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - 5800mm long - KWILA,189.82,178.24,168.95
SCREENING- GATE EXTRUSIONS & ACCESSORIES,AWSG-5800-TR-WRC,Alumawood XPRESS Screening - 65 x 82mm Patented Sliding Gate TOP RAIL - 5800mm long - WESTERN RED CEDAR,189.82,178.24,168.95
SCREENING- GATE EXTRUSIONS & ACCESSORIES,AWSG-MXTN-KIT-KWI,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - KWILA Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",181.94,170.84,161.94
SCREENING- GATE EXTRUSIONS & ACCESSORIES,AWSG-MXTN-KIT-WRC,"XPRESS Screening - BOTTOM RAIL EXTENSION - 400mm long - WESTERN RED CEDAR  Includes 1 x end plate, 1 x mid-plate, 1 x threaded fixing block, 1 x install tool & fixings",181.94,170.84,161.94
SCREENING- GATE EXTRUSIONS & ACCESSORIES,AWXP-4200-GI-KWI,Alumawood XPRESS Screening - 26 x 12mm GATE INSERT - 4200mm long - KWILA,21.07,19.98,19.39
SCREENING- GATE EXTRUSIONS & ACCESSORIES,AWXP-4200-GI-WRC,Alumawood XPRESS Screening - 26 x 12mm GATE INSERT - 4200mm long - WESTERN RED CEDAR,21.07,19.98,19.39
SCREENING- GATE EXTRUSIONS & ACCESSORIES,AWXP-4200-GSF09-KWI,Alumawood XPRESS Screening - 45 x 40mm Patented GATE SIDE FRAME - Slotted with 9mm Space - 4200mm long  KWILA,123.61,114.96,105.06
